"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","Ldonovani.gff","Lmajor.gff","NonEsmeraldo.gff","T.brucei.gff","T.evansi.gff","esmerldolike.gff","infantum.gff"
"group_6503","","","2","2","1","1","2903","1","10042","","554","572","563","","","","Tbg972.7.8240","TevSTIB805.7.7760","",""
"group_6504","","","2","2","1","1","2901","1","10040","","2228","2231","2229","","","","Tbg972.7.8460","TevSTIB805.7.7850","",""
"group_6508","","","2","2","1","1","2893","1","10030","","836","860","848","","","","Tbg972.7.8810","TevSTIB805.7.8240","",""
"group_6509","","","2","2","1","1","9977","1","8980","","3233","3308","3270","","","","Tbg972.8.740","TevSTIB805.8.1060","",""
"group_6510","","","2","2","1","1","364","1","9628","","2906","18911","10908","","","","Tbg972.8.3230","TevSTIB805.8.3640","",""
"group_6511","","","2","2","1","1","1951","1","9775","","377","392","384","","","","Tbg972.8.4890","TevSTIB805.8.5250","",""
"group_6512","","","2","2","1","1","1961","1","9765","","656","656","656","","","","Tbg972.8.5410","TevSTIB805.8.5670","",""
"group_6514","","","2","2","1","1","1875","1","10460","","389","527","458","","","","Tbg972.8.5900","TevSTIB805.8.6160","",""
"group_6515","","","2","2","1","1","4412","1","10468","","554","638","596","","","","Tbg972.8.6800","TevSTIB805.8.6950","",""
"group_6516","","","2","2","1","1","4411","1","10533","","1811","1874","1842","","","","Tbg972.8.6810","TevSTIB805.8.6960","",""
"group_6517","","","2","2","1","1","3310","1","5713","","245","641","443","","","","Tbg972.9.1480","TevSTIB805.9.2180","",""
"group_6518","","","2","2","1","1","4851","1","6264","","362","386","374","","","","Tbg972.9.1930","TevSTIB805.9.2750","",""
"group_6519","","","2","2","1","1","7147","1","5962","","635","2978","1806","","","","Tbg972.9.3100","","TcCLB.505843.10",""
"group_6520","","","2","2","1","1","7059","1","5958","","1214","1214","1214","","","","Tbg972.9.3250","TevSTIB805.9.4470","",""
"group_6522","","","2","2","1","1","7052","1","5954","","1928","2078","2003","","","","Tbg972.9.3470","TevSTIB805.9.4690","",""
"group_6523","","","2","2","1","1","5268","1","5866","","533","638","585","","","","Tbg972.9.5450","TevSTIB805.9.6820","",""
"group_6524","","","2","2","1","1","5067","1","6474","","602","917","759","","","","Tbg972.9.6340","TevSTIB805.9.7710","",""
"group_6525","","","2","2","1","1","4969","1","6292","","1469","1538","1503","","","","Tbg972.9.7700","TevSTIB805.9.9040","",""
"group_6526","","","2","2","1","1","4970","1","6293","","1469","1538","1503","","","","Tbg972.9.7710","TevSTIB805.9.9050","",""
"group_6527","","","2","2","1","1","8762","1","9083","","932","1775","1353","","","","Tbg972.9.9200","TevSTIB805.9.10520","",""
"group_6529","","","2","2","1","1","7445","1","4548","","716","944","830","","","","Tbg972.10.3890","TevSTIB805.10.3320","",""
"group_6530","","","2","2","1","1","6767","1","9366","","1043","1496","1269","","","","Tbg972.10.4910","TevSTIB805.10.4200","",""
"group_6532","","","2","2","1","1","9564","1","1887","","521","695","608","","","","Tbg972.10.7850","TevSTIB805.10.6780","",""
"group_6533","","","2","2","1","1","9566","1","1889","","617","725","671","","","","Tbg972.10.8150","TevSTIB805.10.7020","",""
"group_6534","","","2","2","1","1","9570","1","1895","","1379","1412","1395","","","","Tbg972.10.8580","TevSTIB805.10.7480","",""
"group_6535","","","2","2","1","1","9602","1","1899","","686","953","819","","","","Tbg972.10.8840","TevSTIB805.10.7670","",""
"group_6536","","","2","2","1","1","9726","1","1920","","380","560","470","","","","Tbg972.10.10950","TevSTIB805.10.9510","",""
"group_6537","","","2","2","1","1","8675","1","2033","","374","461","417","","","","Tbg972.10.11760","TevSTIB805.10.10190","",""
"group_6538","","","2","2","1","1","9338","1","2042","","236","1286","761","","","","Tbg972.10.12480","TevSTIB805.8.1590","",""
"group_6539","","","2","2","1","1","5886","1","4370","","1070","1280","1175","","","","Tbg972.10.13880","TevSTIB805.10.12080","",""
"group_6540","","","2","2","1","1","10495","1","4382","","2498","2603","2550","","","","Tbg972.10.14990","TevSTIB805.10.13040","",""
"group_6541","","","2","2","1","1","10565","1","4385","","239","299","269","","","","Tbg972.10.15800","TevSTIB805.10.13700","",""
"group_6542","","","2","2","1","1","11028","1","3532","","470","494","482","","","","Tbg972.10.16200","TevSTIB805.10.14070","",""
"group_6543","","","2","2","1","1","11021","1","7883","","359","392","375","","","","Tbg972.10.16480","TevSTIB805.10.14840","",""
"group_6544","","","2","2","1","1","9784","1","3510","","971","1295","1133","","","","Tbg972.10.16970","TevSTIB805.10.14500","",""
"group_655","","","2","2","1","1","3135","1","5084","","1496","1499","1497","","LmjF.30.1940","","","","","LINF_300024000"
"group_6550","","","2","2","1","1","10008","1","7655","","1202","1337","1269","","","","Tbg972.11.2440","TevSTIB805.11_01.2250","",""
"group_6551","","","2","2","1","1","5462","1","7667","","1277","1388","1332","","","","Tbg972.11.2860","TevSTIB805.11_01.2680","",""
"group_6552","","","2","2","1","1","6104","1","10900","","350","593","471","","","","Tbg972.11.4190","TevSTIB805.11_01.3810","",""
"group_6553","","","2","2","1","1","6105","1","10901","","1034","1382","1208","","","","Tbg972.11.4260","TevSTIB805.11_01.3870","",""
"group_6554","","","2","2","1","1","4672","1","10948","","1997","2201","2099","","","","Tbg972.11.5130","TevSTIB805.11_01.4620","",""
"group_6555","","","2","2","1","1","4662","1","10950","","1499","1511","1505","","","","Tbg972.11.5260","","TcCLB.506227.150",""
"group_6557","","","2","2","1","1","4654","1","11006","","1049","1055","1052","","","","Tbg972.11.5320","TevSTIB805.11_01.4830","",""
"group_6558","","","2","2","1","1","4645","1","11015","","758","848","803","","","","Tbg972.11.5970","TevSTIB805.11_01.5480","",""
"group_6560","","","2","2","1","1","4639","1","10740","","2774","2873","2823","","","","Tbg972.11.6350","TevSTIB805.11_01.5840","",""
"group_6561","","","2","2","1","1","2846","1","2937","","887","887","887","","","","Tbg972.11.8450","","TcCLB.508241.20",""
"group_6562","","","2","2","1","1","9778","1","2227","","1658","1988","1823","","","","Tbg972.11.10600","TevSTIB805.11_01.9720","",""
"group_6563","","","2","2","1","1","9779","1","2228","","623","755","689","","","","Tbg972.11.10930","TevSTIB805.11_01.10040","",""
"group_6564","","","2","2","1","1","11517","1","3162","","671","734","702","","","","Tbg972.11.11560","TevSTIB805.11_01.10600","",""
"group_6565","","","2","2","1","1","11518","1","3161","","2093","2141","2117","","","","Tbg972.11.11840","TevSTIB805.11_01.10880","",""
"group_6566","","","2","2","1","1","11525","1","3155","","851","1100","975","","","","Tbg972.11.12250","TevSTIB805.11_01.11270","",""
"group_6567","","","2","2","1","1","11528","1","3152","","671","713","692","","","","Tbg972.11.12390","TevSTIB805.11_01.11400","",""
"group_6570","","","2","2","1","1","11622","1","351","","935","1124","1029","","","","Tbg972.11.13510","TevSTIB805.11_01.12450","",""
"group_6571","","","2","2","1","1","795","1","1052","","1331","2207","1769","","","","Tbg972.11.14340","TevSTIB805.11_01.13280","",""
"group_6574","","","2","2","1","1","787","1","1060","","1793","2186","1989","","","","Tbg972.11.14590","TevSTIB805.11_01.13530","",""
"group_6575","","","2","2","1","1","769","1","1069","","890","902","896","","","","Tbg972.11.15310","TevSTIB805.11_01.14170","",""
"group_6576","","","2","2","1","1","757","1","8087","","449","491","470","","","","Tbg972.11.17260","TevSTIB805.11_01.15910","",""
"group_6577","","","2","2","1","1","385","1","9622","","287","2033","1160","","","","","TevSTIB805.8.2780","TcCLB.504427.110",""
"group_6604","","","2","2","1","1","4861","1","5725","","1001","1001","1001","LdBPK_010010.1","","","","","","LINF_010005000"
"group_6610","","","2","2","1","1","4799","1","6605","","1274","1274","1274","LdBPK_010610.1","","","","","","LINF_010011000"
"group_6611","","","2","2","1","1","10210","1","7772","","719","719","719","LdBPK_020110.1","","","","","","LINF_020006300"
"group_6612","","","2","2","1","1","10220","1","7783","","2342","2342","2342","LdBPK_020190.1","","","","","","LINF_020007200"
"group_6614","","","2","2","1","1","10224","1","7786","","824","824","824","LdBPK_020230.1","","","","","","LINF_020007600"
"group_6616","","","2","2","1","1","6175","1","4895","","1145","1145","1145","LdBPK_030040.1","","","","","","LINF_030005300"
"group_6617","","","2","2","1","1","6177","1","4897","","1886","1886","1886","LdBPK_030070.1","","","","","","LINF_030005600"
"group_6619","","","2","2","1","1","7455","1","4880","","575","578","576","LdBPK_030160.1","","","","","","LINF_030006500"
"group_6620","","","2","2","1","1","6185","1","4878","","632","632","632","LdBPK_030180.1","LmjF.03.0190","","","","",""
"group_6622","","","2","2","1","1","6785","1","6811","","941","941","941","LdBPK_030210.1","","","","","","LINF_030007000"
"group_6624","","","2","2","1","1","5167","1","5748","","3071","3071","3071","LdBPK_040010.1","","","","","","LINF_040005000"
"group_6625","","","2","2","1","1","5168","1","5749","","1319","1319","1319","LdBPK_040040.1","","","","","","LINF_040005400"
"group_6626","","","2","2","1","1","5178","1","5759","","476","476","476","LdBPK_040140.1","LmjF.04.0123","","","","",""
"group_6628","","","2","2","1","1","5236","1","5935","","1043","1043","1043","LdBPK_040520.1","","","","","","LINF_040010300"
"group_6632","","","2","2","1","1","5109","1","5860","","641","641","641","","LmjF.04.0950","","","","","LINF_040014500"
"group_6633","","","2","2","1","1","5139","1","5877","","1190","1190","1190","LdBPK_040850.1","","","","","","LINF_040013500"
"group_6639","","","2","2","1","1","1832","1","10347","","4487","4487","4487","LdBPK_050210.1","","","","","","LINF_050007000"
"group_6641","","","2","2","1","1","1822","1","10338","","1457","1457","1457","LdBPK_050300.1","","","","","","LINF_050007900"
"group_6642","","","2","2","1","1","1816","1","10331","","1877","1877","1877","LdBPK_050360.1","","","","","","LINF_050008600"
"group_6645","","","2","2","1","1","1746","1","10316","","1724","1724","1724","","LmjF.05.0500","","","","","LINF_050010000"
"group_6646","","","2","2","1","1","1743","1","10314","","1724","1724","1724","LdBPK_050510.1","","","","","","LINF_050010100"
"group_6649","","","2","2","1","1","1740","1","10198","","6293","6293","6293","LdBPK_050530.1","","","","","","LINF_050010400"
"group_6650","","","2","2","1","1","1710","1","10230","","2942","2945","2943","LdBPK_050610.1","","","","","","LINF_050011200"
"group_6653","","","2","2","1","1","1777","1","10284","","1073","1073","1073","LdBPK_051140.1","","","","","","LINF_050016700"
"group_6654","","","2","2","1","1","1776","1","10283","","2750","2750","2750","LdBPK_051150.1","","","","","","LINF_050016800"
"group_6655","","","2","2","1","1","1773","1","10280","","1376","1376","1376","LdBPK_051170.1","","","","","","LINF_050017100"
"group_6656","","","2","2","1","1","2986","1","2838","","836","836","836","LdBPK_060250.1","","","","","","LINF_060007800"
"group_6658","","","2","2","1","1","1430","2","6","","2075","2075","2075","LdBPK_060450.1","","","","","","LINF_060009800"
"group_6659","","","2","2","1","1","1530","2","144","","881","881","881","LdBPK_060550.1","","","","","","LINF_060010900"
"group_6661","","","2","2","1","1","1525","2","122","","4523","4526","4524","LdBPK_060610.1","","","","","","LINF_060011500"
"group_6662","","","2","2","1","1","1523","2","120","","920","920","920","LdBPK_060630.1","","","","","","LINF_060011700"
"group_6665","","","2","2","1","1","1478","2","77","","2303","2303","2303","LdBPK_061050.1","","","","","","LINF_060015900"
"group_6666","","","2","2","1","1","1477","2","76","","692","692","692","LdBPK_061060.1","","","","","","LINF_060016000"
"group_6672","","","2","2","1","1","9160","1","1247","","2177","2177","2177","LdBPK_070010.1","","","","","","LINF_070005000"
"group_6673","","","2","2","1","1","9161","1","1248","","2885","2885","2885","LdBPK_070060.1","","","","","","LINF_070005500"
"group_6676","","","2","2","1","1","9324","1","1304","","1874","1874","1874","LdBPK_070230.1","","","","","","LINF_070005800"
"group_6677","","","2","2","1","1","9323","1","1303","","3758","3758","3758","LdBPK_070240.1","","","","","","LINF_070005900"
"group_6685","","","2","2","1","1","9201","1","1169","","1544","1544","1544","LdBPK_071230.1","","","","","","LINF_070017200"
"group_6688","","","2","2","1","1","2271","1","9807","","557","557","557","LdBPK_080060.1","","","","","","LINF_080005500"
"group_6689","","","2","2","1","1","2272","1","9808","","1889","1889","1889","LdBPK_080070.1","","","","","","LINF_080005600"
"group_6690","","","2","2","1","1","2278","1","9812","","1757","1757","1757","LdBPK_080140.1","","","","","","LINF_080006300"
"group_6693","","","2","2","1","1","2261","1","9953","","1466","1466","1466","LdBPK_080560.1","","","","","","LINF_080010600"
"group_6695","","","2","2","1","1","2244","1","9941","","602","611","606","LdBPK_080710.1","","","","","","LINF_080012100"
"group_6702","","","2","2","1","1","2198","1","9898","","1640","1640","1640","LdBPK_081020.1","","","","","","LINF_080016000"
"group_6704","","","2","2","1","1","46","1","992","","1511","1511","1511","LdBPK_090220.1","","","","","","LINF_090007600"
"group_6706","","","2","2","1","1","6","1","953","","2330","2330","2330","LdBPK_090880.1","","","","","","LINF_090014500"
"group_6709","","","2","2","1","1","841","1","406","","470","470","470","LdBPK_091510.1","","","","","","LINF_090021900"
"group_6710","","","2","2","1","1","304","1","9659","","1238","1238","1238","LdBPK_100070.1","","","","","","LINF_100005800"
"group_6715","","","2","2","1","1","335","1","9689","","2237","2237","2237","LdBPK_100360.1","","","","","","LINF_100008800"
"group_6717","","","2","2","1","1","264","1","9730","","1517","1517","1517","LdBPK_100730.1","","","","","","LINF_100013600"
"group_672","","","2","2","1","1","7464","1","4914","","1322","1322","1322","","","TcCLB.503567.9","","","TcCLB.506859.204",""
"group_6720","","","2","2","1","1","253","1","9742","","665","665","665","LdBPK_100840.1","LmjF.10.0790","","","","",""
"group_6722","","","2","2","1","1","228","1","229","","1055","1055","1055","LdBPK_100990.1","","","","","","LINF_100016000"
"group_6723","","","2","2","1","1","227","1","228","","1187","1187","1187","LdBPK_101000.1","","","","","","LINF_100016300"
"group_6727","","","2","2","1","1","208","1","208","","1274","1274","1274","LdBPK_101190.1","","","","","","LINF_100018200"
"group_6738","","","2","2","1","1","2796","1","10619","","680","680","680","LdBPK_110700.1","","","","","","LINF_110012600"
"group_6739","","","2","2","1","1","2795","1","10620","","1229","1229","1229","LdBPK_110710.1","","","","","","LINF_110012700"
"group_6748","","","2","2","1","1","2703","1","10683","","2078","2078","2078","LdBPK_111190.1","","","","","","LINF_110018000"
"group_6749","","","2","2","1","1","2691","1","10668","","602","602","602","LdBPK_111340.1","","","","","","LINF_110019300"
"group_675","","","2","2","1","1","3709","1","11189","","404","410","407","","","TcCLB.510063.20","","","TcCLB.503391.10",""
"group_6750","","","2","2","1","1","1367","1","497","","1445","1445","1445","LdBPK_120090.1","","","","","","LINF_120006000"
"group_6752","","","2","2","1","1","1363","1","495","","4940","4940","4940","LdBPK_120170.1","","","","","","LINF_120007000"
"group_6755","","","2","2","1","1","1264","1","859","","326","326","326","LdBPK_120680.1","","","","","","LINF_120012350"
"group_6757","","","2","2","1","1","1256","1","850","","1826","1826","1826","LdBPK_120710.1","","","","","","LINF_120015200"
"group_6758","","","2","2","1","1","3595","1","10965","","806","806","806","LdBPK_130050.1","","","","","","LINF_130005400"
"group_6760","","","2","2","1","1","3619","1","10991","","923","923","923","LdBPK_130240.1","","","","","","LINF_130007300"
"group_6761","","","2","2","1","1","3620","1","10990","","1601","1601","1601","LdBPK_130250.1","","","","","","LINF_130007400"
"group_6763","","","2","2","1","1","6145","1","10799","","1028","1028","1028","LdBPK_130610.1","","","","","","LINF_130012100"
"group_6764","","","2","2","1","1","6124","1","10820","","2177","2177","2177","LdBPK_130830.1","","","","","","LINF_130014300"
"group_6765","","","2","2","1","1","6123","1","10821","","1451","1451","1451","LdBPK_130840.1","","","","","","LINF_130014400"
"group_6766","","","2","2","1","1","6107","1","10920","","1547","1547","1547","LdBPK_131010.1","","","","","","LINF_130016100"
"group_6768","","","2","2","1","1","3669","1","10831","","356","356","356","LdBPK_131080.1","","","","","","LINF_130016800"
"group_6773","","","2","2","1","1","6054","1","10837","","452","452","452","LdBPK_131150.1","","","","","","LINF_130017600"
"group_6776","","","2","2","1","1","6073","1","10858","","818","818","818","LdBPK_131420.1","","","","","","LINF_130022300"
"group_6777","","","2","2","1","1","6074","1","10859","","1823","1823","1823","LdBPK_131430.1","","","","","","LINF_130022400"
"group_6778","","","2","2","1","1","6075","1","10860","","1373","1373","1373","LdBPK_131440.1","","","","","","LINF_130022500"
"group_678","","","2","2","1","1","1396","1","3081","","1112","1112","1112","","","TcCLB.508701.20","","","TcCLB.509197.20",""
"group_6780","","","2","2","1","1","2506","1","1690","","923","923","923","LdBPK_140010.1","","","","","","LINF_140005000"
"group_6786","","","2","2","1","1","9512","1","1776","","347","347","347","LdBPK_140920.1","","","","","","LINF_140014500"
"group_6789","","","2","2","1","1","9547","1","1813","","1706","1706","1706","LdBPK_141310.1","","","","","","LINF_140018700"
"group_6790","","","2","2","1","1","9559","1","1825","","1868","1868","1868","LdBPK_141430.1","","","","","","LINF_140019900"
"group_6791","","","2","2","1","1","9484","1","1863","","2048","2048","2048","LdBPK_141460.1","","","","","","LINF_140020100"
"group_6794","","","2","2","1","1","7234","1","6089","","1277","1277","1277","LdBPK_150030.1","","","","","","LINF_150005200"
"group_6795","","","2","2","1","1","7233","1","6090","","998","998","998","LdBPK_150040.1","","","","","","LINF_150005300"
"group_6798","","","2","2","1","1","7216","1","5974","","1217","1217","1217","LdBPK_150280.1","","","","","","LINF_150007700"
"group_6801","","","2","2","1","1","7181","1","6138","","5303","5306","5304","LdBPK_150620.1","","","","","","LINF_150013300"
"group_6803","","","2","2","1","1","7072","1","6183","","1202","1202","1202","LdBPK_151030.1","","","","","","LINF_150017800"
"group_6804","","","2","2","1","1","7126","1","6209","","2378","2378","2378","LdBPK_151210.1","","","","","","LINF_150019700"
"group_6807","","","2","2","1","1","7097","1","6230","","1376","1376","1376","LdBPK_151510.1","","","","","","LINF_150022700"
"group_6813","","","2","2","1","1","2054","1","53","","1901","1919","1910","LdBPK_161120.1","","","","","","LINF_160016300"
"group_6816","","","2","2","1","1","2018","1","137","","1568","1568","1568","LdBPK_161490.1","","","","","","LINF_160020000"
"group_6818","","","2","2","1","1","2011","1","145","","917","917","917","LdBPK_161540.1","","","","","","LINF_160020600"
"group_6823","","","2","2","1","1","2451","1","10076","","410","410","410","LdBPK_170390.1","","","","","","LINF_170009700"
"group_6824","","","2","2","1","1","2442","1","10085","","3944","3953","3948","LdBPK_170480.1","","","","","","LINF_170010600"
"group_6825","","","2","2","1","1","2429","1","10098","","665","665","665","LdBPK_170620.1","","","","","","LINF_170011900"
"group_6826","","","2","2","1","1","2410","1","10117","","1517","1517","1517","LdBPK_170830.1","","","","","","LINF_170014300"
"group_6827","","","2","2","1","1","2409","1","10118","","1430","1430","1430","LdBPK_170840.1","","","","","","LINF_170014400"
"group_6830","","","2","2","1","1","2356","1","10015","","203","203","203","LdBPK_171380.1","","","","","","LINF_170020100"
"group_6832","","","2","2","1","1","2351","1","10010","","725","725","725","LdBPK_171440.1","","","","","","LINF_170020600"
"group_6835","","","2","2","1","1","11062","1","3531","","428","428","428","LdBPK_180250.1","","","","","","LINF_180007500"
"group_6839","","","2","2","1","1","11109","1","2108","","1577","1586","1581","LdBPK_180530.1","","","","","","LINF_180010300"
"group_6847","","","2","2","1","1","10528","1","4400","","554","554","554","LdBPK_181470.1","","","","","","LINF_180020400"
"group_6848","","","2","2","1","1","10522","1","3573","","464","464","464","LdBPK_181560.1","LmjF.18.1570","","","","",""
"group_6849","","","2","2","1","1","10518","1","3584","","2390","2390","2390","LdBPK_181590.1","","","","","","LINF_180021600"
"group_685","","","2","2","1","1","7664","1","5031","","326","344","335","","","","Tbg972.6.140","TevSTIB805.6.470","",""
"group_6851","","","2","2","1","1","10516","1","3579","","677","677","677","LdBPK_181620.1","","","","","","LINF_180021900"
"group_6853","","","2","2","1","1","10514","1","3575","","1994","1994","1994","LdBPK_181670.1","","","","","","LINF_180022500"
"group_6855","","","2","2","1","1","11005","1","8474","","491","491","491","LdBPK_190180.1","","","","","","LINF_190006700"
"group_6856","","","2","2","1","1","10996","1","8482","","1178","1178","1178","LdBPK_190300.1","","","","","","LINF_190007900"
"group_6857","","","2","2","1","1","10992","1","8486","","1376","1376","1376","LdBPK_190340.1","","","","","","LINF_190008300"
"group_6858","","","2","2","1","1","10950","1","8508","","842","842","842","LdBPK_190400.1","","","","","","LINF_190008900"
"group_6861","","","2","2","1","1","10848","1","8594","","5306","5309","5307","LdBPK_191170.1","","","","","","LINF_190017200"
"group_6864","","","2","2","1","1","10842","1","8600","","5372","5375","5373","LdBPK_191230.1","","","","","","LINF_190017800"
"group_6865","","","2","2","1","1","10840","1","8602","","515","515","515","LdBPK_191250.1","","","","","","LINF_190018000"
"group_6866","","","2","2","1","1","10839","1","8603","","683","683","683","LdBPK_191260.1","","","","","","LINF_190018100"
"group_6868","","","2","2","1","1","10827","1","8610","","2204","2204","2204","LdBPK_191370.1","","","","","","LINF_190019700"
"group_6869","","","2","2","1","1","10819","1","8621","","881","881","881","LdBPK_191430.1","","","","","","LINF_190020300"
"group_6870","","","2","2","1","1","10813","1","8626","","1865","1865","1865","LdBPK_191510.1","","","","","","LINF_190021200"
"group_6871","","","2","2","1","1","10812","1","8627","","845","845","845","LdBPK_191520.1","","","","","","LINF_190021300"
"group_6875","","","2","2","1","1","1148","1","541","","254","254","254","LdBPK_200340.1","","","","","","LINF_200008200"
"group_6878","","","2","2","1","1","1168","1","559","","2888","2888","2888","LdBPK_200590.1","","","","","","LINF_200010600"
"group_6879","","","2","2","1","1","1101","1","709","","2177","2177","2177","LdBPK_200800.1","","","","","","LINF_200012800"
"group_6880","","","2","2","1","1","1100","1","708","","1076","1076","1076","LdBPK_200810.1","","","","","","LINF_200012900"
"group_6881","","","2","2","1","1","1093","1","701","","662","662","662","LdBPK_200890.1","","","","","","LINF_200013700"
"group_6882","","","2","2","1","1","1092","1","700","","878","878","878","LdBPK_200900.1","","","","","","LINF_200013800"
"group_6883","","","2","2","1","1","1089","1","697","","1808","1808","1808","LdBPK_200930.1","","","","","","LINF_200014100"
"group_6884","","","2","2","1","1","1069","1","644","","1961","1961","1961","LdBPK_201150.1","","","","","","LINF_200016400"
"group_6886","","","2","2","1","1","1040","1","618","","1532","1532","1532","LdBPK_201450.1","LmjF.20.1400","","","","",""
"group_6887","","","2","2","1","1","1036","1","614","","437","437","437","LdBPK_201490.1","","","","","","LINF_200019700"
"group_6888","","","2","2","1","1","1017","1","596","","902","902","902","LdBPK_201710.1","","","","","","LINF_200021900"
"group_6890","","","2","2","1","1","7246","1","6078","","1061","1061","1061","LdBPK_210210.1","","","","","","LINF_210006900"
"group_6891","","","2","2","1","1","7247","1","6077","","2243","2243","2243","LdBPK_210220.1","","","","","","LINF_210007000"
"group_6892","","","2","2","1","1","7248","1","6076","","2300","2300","2300","LdBPK_210230.1","","","","","","LINF_210007100"
"group_6894","","","2","2","1","1","7295","1","6029","","983","983","983","LdBPK_210720.1","LmjF.21.0660","","","","",""
"group_6896","","","2","2","1","1","7301","1","4768","","1145","1145","1145","LdBPK_210790.1","","","","","","LINF_210012900"
"group_6901","","","2","2","1","1","6950","1","4736","","1004","1004","1004","LdBPK_211180.1","","","","","","LINF_210017000"
"group_6906","","","2","2","1","1","6937","1","4690","","5309","5309","5309","LdBPK_211350.1","","","","","","LINF_210019100"
"group_6909","","","2","2","1","1","6897","1","4649","","1634","1634","1634","LdBPK_211740.1","","","","","","LINF_210023600"
"group_6910","","","2","2","1","1","6883","1","4634","","1457","1457","1457","LdBPK_211880.1","","","","","","LINF_210024900"
"group_6911","","","2","2","1","1","6875","1","4627","","452","452","452","LdBPK_212040.1","","","","","","LINF_210026500"
"group_6912","","","2","2","1","1","6874","1","4626","","1664","1664","1664","LdBPK_212050.1","","","","","","LINF_210026600"
"group_6913","","","2","2","1","1","7491","1","4950","","1232","1232","1232","LdBPK_220040.1","","","","","","LINF_220006600"
"group_6914","","","2","2","1","1","7498","1","4957","","989","989","989","LdBPK_220110.1","","","","","","LINF_220007300"
"group_6915","","","2","2","1","1","7510","1","4969","","752","752","752","LdBPK_220230.1","","","","","","LINF_220008500"
"group_6920","","","2","2","1","1","7555","1","5437","","1115","1115","1115","LdBPK_220630.1","","","","","","LINF_220014000"
"group_6921","","","2","2","1","1","7559","1","5434","","839","839","839","LdBPK_220700.1","LmjF.22.0870","","","","",""
"group_6922","","","2","2","1","1","7563","1","5432","","368","368","368","LdBPK_220720.1","","","","","","LINF_220014900"
"group_6924","","","2","2","1","1","7583","1","5412","","2138","2147","2142","LdBPK_220910.1","","","","","","LINF_220016900"
"group_6925","","","2","2","1","1","7608","1","5387","","1184","1184","1184","LdBPK_221200.1","","","","","","LINF_220019600"
"group_6929","","","2","2","1","1","7661","1","5018","","1850","1850","1850","LdBPK_221510.1","","","","","","LINF_220022900"
"group_6936","","","2","2","1","1","413","1","1097","","854","854","854","LdBPK_230540.1","","","","","","LINF_230010300"
"group_6937","","","2","2","1","1","408","1","1100","","923","923","923","LdBPK_230590.1","","","","","","LINF_230010800"
"group_6938","","","2","2","1","1","138","1","1106","","473","473","473","LdBPK_230680.1","","","","","","LINF_230012800"
"group_6939","","","2","2","1","1","396","1","1112","","1232","1232","1232","LdBPK_230760.1","","","","","","LINF_230013500"
"group_6940","","","2","2","1","1","8700","1","9582","","1259","1259","1259","LdBPK_231010.1","","","","","","LINF_230016200"
"group_6943","","","2","2","1","1","9103","1","9017","","1673","1673","1673","LdBPK_231250.1","","","","","","LINF_230019000"
"group_6944","","","2","2","1","1","9104","1","9018","","2018","2018","2018","LdBPK_231300.1","","","","","","LINF_230019500"
"group_6946","","","2","2","1","1","9112","1","9026","","365","365","365","LdBPK_231420.1","","","","","","LINF_230020700"
"group_6947","","","2","2","1","1","8711","1","9535","","9257","9257","9257","LdBPK_231590.1","","","","","","LINF_230022600"
"group_6952","","","2","2","1","1","9067","1","9506","","2384","2384","2384","LdBPK_231950.1","","","","","","LINF_230026200"
"group_6953","","","2","2","1","1","4569","1","11058","","839","839","839","LdBPK_240100.1","","","","","","LINF_240005800"
"group_6955","","","2","2","1","1","4573","1","11054","","1607","1607","1607","LdBPK_240170.1","","","","","","LINF_240006500"
"group_6958","","","2","2","1","1","4609","1","11090","","5327","5327","5327","LdBPK_240610.1","","","","","","LINF_240011000"
"group_6959","","","2","2","1","1","4610","1","11091","","3308","3308","3308","LdBPK_240620.1","","","","","","LINF_240011100"
"group_6961","","","2","2","1","1","4635","1","11104","","1715","1715","1715","LdBPK_240780.1","","","","","","LINF_240012700"
"group_6963","","","2","2","1","1","4624","1","10538","","3509","3515","3512","LdBPK_240910.1","","","","","","LINF_240014100"
"group_6966","","","2","2","1","1","3735","1","11130","","3821","3821","3821","LdBPK_241070.1","","","","","","LINF_240015700"
"group_6967","","","2","2","1","1","3743","1","11138","","2408","2408","2408","LdBPK_241150.1","","","","","","LINF_240016500"
"group_6970","","","2","2","1","1","4520","1","11169","","1613","1613","1613","LdBPK_241490.1","","","","","","LINF_240019900"
"group_6971","","","2","2","1","1","4518","1","11171","","10118","10118","10118","LdBPK_241510.1","","","","","","LINF_240020050"
"group_6972","","","2","2","1","1","4418","1","13","","194","194","194","LdBPK_241670.1","","","","","","LINF_240021500"
"group_6974","","","2","2","1","1","4502","1","11197","","1556","1559","1557","LdBPK_241730.1","","","","","","LINF_240022600"
"group_6975","","","2","2","1","1","4492","1","11207","","2216","2216","2216","LdBPK_241820.1","","","","","","LINF_240023500"
"group_6976","","","2","2","1","1","4447","1","11248","","4337","4337","4337","LdBPK_242100.1","","","","","","LINF_240026400"
"group_6977","","","2","2","1","1","4444","1","11251","","515","515","515","LdBPK_242130.1","","","","","","LINF_240026650"
"group_6982","","","2","2","1","1","10039","1","8855","","1715","1715","1715","LdBPK_250030.1","","","","","","LINF_250005200"
